facility_id,facility_name,state,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_HF,MORT_30_PN,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_5_A_P,H_COMP_6_Y_P,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_RECMND_DY,READM_30_AMI,READM_30_HF,READM_30_PN,composite_satisfaction_score,performance_tier,satisfaction_tier,IMM_3,OP_18a,OP_18b,OP_22,OP_23,avg_er_wait_minutes,er_inefficiency_flag
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.1,11.5,9.4,15.0,77.0,77.0,74.0,55.0,88.0,67.0,60.0,66.0,13.3,18.3,17.7,70.5,High Performer,Medium,89.0,220.0,216.0,2.0,86.0,216.0,0
140206,HUMBOLDT PARK HEALTH,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.0,3.5,12.1,11.7,14.9,67.0,65.0,70.0,45.0,75.0,55.0,48.0,53.0,13.6,20.6,16.7,59.75,Low Performer,Low,83.0,174.0,169.0,1.0,,169.0,0
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,10.7,7.1,12.7,59.0,77.0,75.0,55.0,87.0,61.0,48.0,61.0,14.6,18.9,17.7,65.38,Average,Medium,89.0,260.0,252.0,6.0,,252.0,0
140209,CARLE HEALTH METHODIST HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.5,12.8,19.3,60.0,75.0,72.0,54.0,82.0,62.0,43.0,61.0,13.0,21.4,16.6,63.62,Low Performer,Medium,83.0,224.0,220.0,6.0,100.0,220.0,0
140210,HARRISBURG MEDICAL CENTER,IL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2.0,3.5,12.1,13.1,20.3,86.0,83.0,76.0,62.0,85.0,59.0,58.0,50.0,13.6,19.2,16.0,69.88,Low Performer,Medium,97.0,162.0,142.0,2.0,73.0,142.0,0
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.6,12.5,8.6,15.3,74.0,80.0,83.0,67.0,88.0,79.0,66.0,76.0,14.0,17.7,16.1,76.62,High Performer,High,96.0,213.0,211.0,2.0,,211.0,0
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,2.8,13.3,11.9,16.1,69.0,80.0,75.0,62.0,86.0,74.0,57.0,73.0,13.1,21.3,18.0,72.0,High Performer,Medium,96.0,236.0,229.0,4.0,79.0,229.0,0
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,3.6,12.0,11.2,17.5,72.0,72.0,70.0,52.0,83.0,63.0,58.0,64.0,14.3,18.7,14.9,66.75,High Performer,Medium,71.0,150.0,145.0,,,145.0,0
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,4.5,10.5,9.1,13.7,66.0,79.0,77.0,59.0,87.0,71.0,46.0,72.0,13.1,17.8,17.0,69.62,High Performer,Medium,89.0,221.0,220.0,2.0,,220.0,0
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,3.3,12.1,10.3,13.5,68.0,75.0,78.0,57.0,85.0,65.0,58.0,69.0,13.3,19.4,16.2,69.38,High Performer,Medium,82.0,139.0,137.0,,,137.0,0
140228,UW HEALTH,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.9,10.2,16.5,73.0,76.0,73.0,56.0,83.0,66.0,52.0,64.0,15.2,22.4,16.4,67.88,Average,Medium,80.0,216.0,211.0,2.0,48.0,211.0,0
140231,EDWARD HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,4.0,11.8,9.9,15.9,58.0,80.0,78.0,59.0,84.0,71.0,58.0,74.0,14.7,20.4,15.9,70.25,Average,Medium,92.0,170.0,166.0,2.0,,166.0,0
140233,SAINT ANTHONY MEDICAL CENTER,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2.0,4.9,12.1,12.1,18.4,59.0,77.0,76.0,60.0,86.0,67.0,51.0,68.0,13.7,20.4,17.8,68.0,Low Performer,Medium,78.0,231.0,226.0,2.0,,226.0,0
140239,JAVON BEA HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.8,10.3,14.9,75.0,78.0,78.0,56.0,87.0,71.0,59.0,67.0,13.4,18.0,15.4,71.38,Average,Medium,62.0,260.0,258.0,6.0,,258.0,0
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.0,11.1,9.3,15.0,75.0,79.0,79.0,61.0,86.0,79.0,61.0,82.0,13.3,19.6,16.9,75.25,High Performer,High,97.0,236.0,230.0,4.0,92.0,230.0,0
140251,COMMUNITY FIRST MEDICAL CENTER,IL,Acute Care Hospitals,Proprietary,Yes,2.0,3.5,11.2,9.1,17.1,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.4,20.3,15.9,72.88,Low Performer,Medium,90.0,245.0,233.0,2.0,,233.0,0
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,2.0,11.9,9.8,15.5,67.0,72.0,76.0,57.0,81.0,65.0,54.0,64.0,14.9,18.8,15.9,67.0,High Performer,Medium,99.0,182.0,176.0,1.0,93.0,176.0,0
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.6,11.7,9.4,14.2,72.0,73.0,70.0,52.0,87.0,63.0,48.0,63.0,13.8,20.2,16.2,66.0,Average,Medium,74.0,200.0,197.0,,,197.0,0
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,Acute Care Hospitals,Government - Local,Yes,2.0,3.7,13.3,12.0,16.4,67.0,73.0,76.0,56.0,85.0,64.0,50.0,58.0,13.4,18.6,15.7,66.12,Low Performer,Medium,60.0,207.0,194.0,6.0,69.0,194.0,0
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.1,10.6,9.1,15.0,56.0,77.0,76.0,58.0,86.0,62.0,49.0,63.0,14.6,19.6,16.5,65.88,Low Performer,Medium,92.0,282.0,273.0,3.0,,273.0,0
140280,TRINITY ROCK ISLAND,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.0,11.1,13.3,18.7,56.0,72.0,70.0,50.0,86.0,59.0,49.0,60.0,13.7,19.1,18.2,62.75,Average,Medium,81.0,185.0,172.0,8.0,77.0,172.0,0
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,2.4,10.3,5.3,9.8,66.0,80.0,80.0,61.0,88.0,79.0,65.0,82.0,13.4,18.8,16.6,75.12,High Performer,High,95.0,332.0,327.0,10.0,,327.0,1
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.5,11.3,7.7,12.8,68.0,78.0,74.0,58.0,90.0,69.0,55.0,67.0,13.5,18.4,15.2,69.88,High Performer,Medium,96.0,201.0,197.0,2.0,55.0,197.0,0
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.9,11.2,9.2,15.3,69.0,80.0,78.0,58.0,87.0,72.0,59.0,71.0,13.1,20.7,15.8,71.75,High Performer,Medium,85.0,195.0,189.0,2.0,,189.0,0
140289,ANDERSON HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.2,11.2,12.1,20.5,77.0,78.0,76.0,52.0,87.0,70.0,60.0,67.0,14.0,19.6,17.0,70.88,Average,Medium,64.0,238.0,223.0,1.0,95.0,223.0,0
140290,ST ALEXIUS MEDICAL CENTER,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5.0,3.7,11.8,7.9,12.7,71.0,71.0,69.0,51.0,81.0,59.0,48.0,55.0,13.3,19.3,16.9,63.12,High Performer,Medium,91.0,187.0,184.0,,65.0,184.0,0
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.3,12.6,8.8,13.4,76.0,82.0,77.0,61.0,89.0,74.0,60.0,76.0,13.4,19.4,16.7,74.38,High Performer,Medium,87.0,195.0,194.0,1.0,,194.0,0
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,IL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,12.5,10.5,17.8,77.0,72.0,68.0,53.0,88.0,62.0,54.0,57.0,13.9,20.2,16.2,66.38,Average,Medium,88.0,176.0,174.0,1.0,,174.0,0
140294,DEACONESS ILLINOIS CROSSROADS,IL,Acute Care Hospitals,Proprietary,Yes,3.0,3.4,12.1,11.5,13.8,78.0,86.0,85.0,70.0,86.0,76.0,62.0,77.0,13.6,19.6,16.8,77.5,Average,High,80.0,145.0,141.0,2.0,,141.0,0
140300,PROVIDENT HOSPITAL OF CHICAGO,IL,Acute Care Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,59.0,77.0,82.0,77.0,74.0,59.0,77.0,58.0,13.6,19.6,15.9,70.38,Average,Medium,76.0,228.0,222.0,4.0,,222.0,0
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,13.9,8.6,14.4,76.0,78.0,77.0,59.0,86.0,66.0,59.0,63.0,13.4,20.0,16.2,70.5,Average,Medium,83.0,182.0,174.0,2.0,94.0,174.0,0
140308,MERCYHEALTH HOSPITAL & PHYSICIAN CLINIC-CRYSTAL LA,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,83.0,84.0,84.0,69.0,91.0,73.0,73.0,78.0,13.6,19.6,15.9,79.38,Average,High,85.0,107.0,106.0,0.0,,106.0,0
14034F,NORTH CHICAGO VA MEDICAL CENTER,IL,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4.0,3.5,12.1,7.3,9.7,77.0,78.0,73.0,64.0,86.0,74.0,54.0,74.0,13.6,21.7,15.7,72.5,High Performer,Medium,,,,,,,0
141300,THOMAS H BOYD MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,17.9,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,16.2,72.88,Average,Medium,79.0,,,,,,0
141301,KIRBY MEDICAL CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,15.5,89.0,91.0,86.0,79.0,96.0,89.0,71.0,91.0,13.6,19.6,16.1,86.5,Average,High,89.0,129.0,126.0,0.0,,126.0,0
141302,MIDWEST MEDICAL CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.7,12.1,11.5,16.2,88.0,91.0,94.0,83.0,95.0,93.0,75.0,91.0,13.6,19.6,15.9,88.75,Average,High,91.0,,,,,,0
141303,WARNER HOSPITAL AND HEALTH SERVICES,IL,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
141304,"GENESIS MEDICAL CENTER, ALEDO",IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,77.0,104.0,84.0,0.0,,84.0,0
141305,MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.1,12.1,14.8,19.4,87.0,95.0,88.0,76.0,94.0,86.0,76.0,86.0,13.6,19.9,16.5,86.0,High Performer,High,97.0,152.0,147.0,0.0,,147.0,0
141306,COMMUNITY HOSPITAL OF STAUNTON,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,70.0,77.0,63.0,55.0,87.0,76.0,65.0,79.0,13.6,19.6,15.9,71.5,Average,Medium,60.0,,,0.0,,,0
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,14.8,90.0,85.0,90.0,71.0,93.0,87.0,76.0,74.0,13.6,19.6,15.6,83.25,Average,High,99.0,56.0,50.0,0.0,,50.0,0
141308,WASHINGTON COUNTY HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,80.0,89.0,75.0,73.0,77.0,78.0,70.0,70.0,13.6,19.6,15.9,76.5,Average,High,90.0,82.0,82.0,0.0,,82.0,0
141309,CARLE EUREKA  HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,15.6,83.0,88.0,79.0,66.0,84.0,87.0,76.0,89.0,13.6,19.6,15.9,81.5,Average,High,82.0,106.0,98.0,1.0,,98.0,0
141310,OSF SAINT PAUL MEDICAL CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.1,15.3,19.8,84.0,85.0,87.0,64.0,93.0,79.0,74.0,73.0,13.6,18.8,16.1,79.88,Average,High,73.0,,,1.0,,,0
141311,FAIRFIELD MEMORIAL HOSPITAL 1,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,14.8,20.0,76.0,81.0,83.0,63.0,83.0,65.0,77.0,65.0,13.6,19.6,15.1,74.12,Average,Medium,72.0,96.0,96.0,2.0,,96.0,0
141312,ROCHELLE COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,15.5,91.0,90.0,85.0,72.0,91.0,85.0,75.0,76.0,13.6,19.4,15.4,83.12,Average,High,93.0,102.0,96.0,2.0,,96.0,0
141313,MASON DISTRICT HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.8,72.88,Average,Medium,92.0,102.0,98.0,0.0,,98.0,0
141315,ILLINI COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,16.7,18.5,81.0,92.0,88.0,77.0,92.0,85.0,60.0,81.0,13.6,19.1,15.1,82.0,Average,High,92.0,120.0,114.0,0.0,67.0,114.0,0
141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,14.7,85.0,81.0,86.0,72.0,88.0,78.0,61.0,76.0,13.6,19.1,15.9,78.38,Average,High,77.0,,,,,,0
141317,GIBSON COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.8,12.1,11.9,13.6,82.0,68.0,80.0,65.0,92.0,78.0,63.0,77.0,13.6,19.3,15.6,75.62,High Performer,High,86.0,,,1.0,,,0
141318,OSF HOLY FAMILY MEDICAL CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Church,Yes,4.0,3.5,12.1,12.8,16.0,92.0,88.0,89.0,73.0,93.0,86.0,71.0,83.0,13.6,19.5,16.5,84.38,High Performer,High,79.0,139.0,125.0,1.0,,125.0,0
141319,HAMMOND HENRY HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.9,86.0,90.0,90.0,71.0,92.0,86.0,61.0,80.0,13.6,19.5,15.5,82.0,Average,High,91.0,113.0,105.0,,,105.0,0
141320,PARIS COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.2,12.1,11.5,16.0,81.0,86.0,91.0,66.0,93.0,84.0,66.0,86.0,13.6,19.7,16.8,81.62,Average,High,60.0,112.0,109.0,1.0,,109.0,0
141321,FRANKLIN HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,15.4,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,16.9,72.88,Average,Medium,90.0,114.0,112.0,4.0,36.0,112.0,0
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,10.3,16.2,79.0,83.0,78.0,64.0,93.0,78.0,57.0,76.0,13.6,19.4,15.8,76.0,High Performer,High,69.0,150.0,138.0,1.0,,138.0,0
141323,MASSAC MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,12.1,11.5,13.2,95.0,94.0,83.0,74.0,88.0,94.0,73.0,85.0,13.6,20.7,16.2,85.75,Low Performer,High,87.0,108.0,107.0,,,107.0,0
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,1.0,3.5,12.1,12.3,23.9,69.0,86.0,91.0,70.0,87.0,76.0,67.0,80.0,13.6,19.4,15.9,78.25,Low Performer,High,94.0,,,,,,0
141325,OSF SAINT LUKE MEDICAL CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,12.1,13.8,85.0,82.0,85.0,64.0,98.0,83.0,68.0,71.0,13.6,19.1,16.3,79.5,High Performer,High,89.0,119.0,108.0,1.0,100.0,108.0,0
141326,HAMILTON MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,12.0,19.7,83.0,82.0,84.0,64.0,90.0,66.0,67.0,61.0,13.6,20.1,16.9,74.62,Average,Medium,99.0,125.0,122.0,0.0,,122.0,0
141327,WABASH GENERAL HOSPITAL 1,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.6,12.1,11.5,27.7,88.0,86.0,81.0,56.0,87.0,78.0,70.0,80.0,13.6,19.6,16.0,78.25,Average,High,77.0,120.0,114.0,0.0,,114.0,0
141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,1.0,3.5,12.1,11.5,19.9,70.0,80.0,86.0,47.0,79.0,77.0,62.0,84.0,13.6,19.6,16.1,73.12,Low Performer,Medium,70.0,,,1.0,,,0
141329,MORRISON COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,122.0,119.0,1.0,,119.0,0
141330,HOPEDALE HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,98.0,95.0,99.0,90.0,94.0,99.0,72.0,99.0,13.6,19.6,15.9,93.25,Average,High,,134.0,132.0,,,132.0,0
141331,MARSHALL BROWNING HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,15.9,80.0,87.0,84.0,64.0,91.0,87.0,59.0,83.0,13.6,20.1,15.7,79.38,Average,High,97.0,,,,,,0
141332,HILLSBORO AREA HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,18.2,85.0,94.0,80.0,71.0,82.0,81.0,61.0,76.0,13.6,19.6,15.8,78.75,Average,High,81.0,146.0,140.0,1.0,,140.0,0
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,16.3,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,16.5,72.88,Average,Medium,,139.0,120.0,1.0,,120.0,0
141334,ST JOSEPH MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,82.0,81.0,85.0,62.0,90.0,85.0,68.0,86.0,13.6,19.6,15.9,79.88,Average,High,97.0,138.0,125.0,1.0,,125.0,0
141335,MERCY HARVARD HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.7,12.1,11.5,16.2,75.0,86.0,82.0,73.0,96.0,77.0,85.0,67.0,13.6,19.6,15.9,80.12,Average,High,80.0,124.0,117.0,1.0,,117.0,0
141336,ST JOSEPH'S HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.1,14.2,16.7,76.0,88.0,82.0,72.0,93.0,82.0,72.0,75.0,13.6,20.2,15.9,80.0,Average,High,76.0,,,0.0,,,0
141337,OSF SAINT CLARE MEDICAL CENTER,IL,Critical Access Hospitals,Voluntary non-profit - Church,Yes,2.0,3.5,12.1,12.5,17.2,83.0,84.0,79.0,65.0,90.0,75.0,65.0,72.0,13.6,20.0,16.4,76.62,Low Performer,High,93.0,122.0,108.0,0.0,53.0,108.0,0
141338,MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,22.0,75.0,90.0,94.0,69.0,95.0,81.0,64.0,84.0,13.6,19.6,16.0,81.5,Average,High,95.0,186.0,179.0,2.0,,179.0,0
141339,TAYLORVILLE MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,13.7,23.6,92.0,85.0,76.0,67.0,96.0,81.0,69.0,87.0,13.6,19.9,15.8,81.62,Low Performer,High,67.0,126.0,116.0,2.0,,116.0,0
141340,VALLEY WEST COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,11.5,19.8,84.0,86.0,82.0,67.0,92.0,80.0,68.0,79.0,13.6,19.6,15.2,79.75,High Performer,High,97.0,141.0,128.0,1.0,,128.0,0
141341,PANA COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,11.5,16.6,81.0,93.0,93.0,74.0,93.0,87.0,74.0,90.0,13.6,19.6,15.5,85.62,High Performer,High,89.0,167.0,150.0,1.0,,150.0,0
141342,DEACONESS ILLINOIS UNION COUNTY,IL,Critical Access Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,21.1,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,16.0,72.88,Average,Medium,86.0,138.0,129.0,1.0,,129.0,0
141343,CRAWFORD MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,4.0,4.6,12.1,12.7,15.5,78.0,87.0,85.0,68.0,92.0,79.0,66.0,76.0,13.6,18.5,15.9,78.88,High Performer,High,88.0,136.0,125.0,1.0,,125.0,0
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,17.9,91.0,86.0,84.0,74.0,85.0,74.0,52.0,72.0,13.6,19.6,15.4,77.25,Average,High,98.0,110.0,106.0,1.0,,106.0,0
141345,SALEM TOWNSHIP HOSPITAL,IL,Critical Access Hospitals,Government - Local,Yes,4.0,3.5,12.1,11.5,15.8,89.0,81.0,84.0,71.0,87.0,78.0,72.0,69.0,13.6,19.6,16.2,78.88,High Performer,High,93.0,149.0,149.0,2.0,,149.0,0
141346,FAYETTE COUNTY HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,12.1,11.5,19.6,79.0,89.0,86.0,70.0,89.0,76.0,73.0,78.0,13.6,19.6,15.1,80.0,Average,High,96.0,,,,,,0
141347,CARLINVILLE AREA HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,12.0,16.0,90.0,91.0,85.0,78.0,94.0,83.0,58.0,87.0,13.6,19.6,14.9,83.25,Low Performer,High,88.0,142.0,124.0,,,124.0,0
141348,RED BUD REGIONAL HOSPITAL,IL,Critical Access Hospitals,Proprietary,Yes,4.0,3.5,12.1,9.9,12.3,85.0,81.0,75.0,66.0,85.0,75.0,71.0,71.0,13.6,19.8,16.8,76.12,High Performer,High,77.0,125.0,121.0,1.0,,121.0,0
141349,SPARTA COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,11.5,18.6,77.0,87.0,92.0,61.0,79.0,61.0,78.0,64.0,13.6,19.4,15.6,74.88,Average,Medium,96.0,,,,,,0
141350,ST FRANCIS HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Church,Yes,2.0,3.5,12.1,11.0,19.9,75.0,88.0,85.0,66.0,92.0,85.0,59.0,76.0,13.6,19.4,15.6,78.25,Low Performer,High,69.0,,,0.0,,,0
141351,CLAY COUNTY HOSPITAL,IL,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.7,16.7,84.0,88.0,88.0,72.0,93.0,86.0,62.0,78.0,13.6,19.6,15.2,81.38,Average,High,91.0,88.0,88.0,0.0,,88.0,0
141352,JACKSONVILLE MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,186.0,182.0,4.0,86.0,182.0,0
141353,IROQUOIS MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,85.0,160.0,149.0,0.0,,149.0,0
141354,HSHS GOOD SHEPHERD HOSPITAL INC,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,58.0,,,0.0,,,0
141355,CARLE RICHLAND MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.1,13.5,15.4,66.0,77.0,85.0,60.0,87.0,59.0,62.0,60.0,13.6,19.6,14.8,69.5,Low Performer,Medium,95.0,122.0,119.0,1.0,92.0,119.0,0
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,IL,Childrens,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
143301,LARABIDA CHILDRENS HOSPITAL I,IL,Childrens,Voluntary non-profit - Private,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
